cg00000029	0.690710685140046
cg00000108	0.992125532511712
cg00000109	0.97018055982049
cg00000165	0.185426007656416
cg00000236	0.945753801775835
cg00000289	0.803799929647622
cg00000292	0.930075706799681
cg00000321	0.376293922226926
cg00000363	0.397662819703859
cg00000622	0.00260008851534136
cg00000658	0.878113430197825
cg00000714	0.21076628454849
cg00000721	0.989629008860947
cg00000734	0.0165764407144771
cg00000769	0.0420586512601056
cg00000884	0.942559105638208
cg00000905	0.0312734506149908
cg00000924	0.504607439626541
cg00000948	0.960864960533657
cg00000957	0.897031569168848
cg00001099	0.704522116974692
cg00001245	0.00412346318051103
cg00001249	0.814366585336384
cg00001261	0.49364863115136
cg00001269	0.917883058184167
cg00001349	0.788931813460028
cg00001364	0.943015051328727
cg00001446	0.949975812383693
cg00001510	0.567316219607959
cg00001534	0.993815674515728
cg00001582	0.0152024738129345
cg00001583	0.0869477315444318
cg00001594	0.020553474907917
cg00001687	0.994928118763171
cg00001747	0.106970268870875
cg00001791	0.975506519089199
cg00001793	0.845744204771221
cg00001809	0.70687209407327
cg00001854	0.814623577709485
cg00001874	0.791614252963846
cg00001930	0.925980863498978
cg00002028	0.0417684627148651
cg00002033	0.83807191345139
cg00002080	0.713074075788678
cg00002116	0.00641747546249591
cg00002145	0.880940935230794
cg00002190	0.871213373380504
cg00002224	0.438189857640532
cg00002236	0.006430780904716
cg00002406	0.00182204069463415
cg00002426	0.97668273387603
cg00002449	0.909113069756744
cg00002464	0.0439680391613058
cg00002473	0.983514839005008
cg00002490	0.00624732683376869
cg00002531	0.970046110148475
cg00002591	0.971459467269297
cg00002593	0.958580255737018
cg00002597	0.92390655151229
cg00002646	0.964080968068911
cg00002660	0.011301306072244
cg00002719	0.0141243502949363
cg00002749	0.914312735299987
cg00002769	0.899614694491649
cg00002808	0.976153295678572
cg00002809	0.891737874085132
cg00002810	0.115175797926348
cg00002837	0.50154537656038
cg00002930	0.0100646765175844
cg00003014	0.984318382656363
cg00003091	0.0098752564225837
cg00003173	0.0269770558379566
cg00003181	0.880902496259998
cg00003202	0.00997380415083558
cg00003287	0.193760875548204
cg00003298	0.0449328710405019
cg00003305	0.144612175978848
cg00003345	0.693164159483542
cg00003513	0.930200224684166
cg00003529	0.898651739364029
cg00003578	0.774870414374682
cg00003625	0.871685010212191
cg00003722	0.974344970261659
cg00003784	0.00462573808723346
cg00003818	0.423192279048355
cg00003858	0.708594075894108
cg00003900	0.221482214096025
cg00003965	0.975648269990533
cg00003969	0.9209332843482
cg00003994	0.0253621006339164
cg00004055	0.0149194197319289
cg00004061	0.721187713463246
cg00004067	0.948085274926222
cg00004072	0.019705636081241
cg00004082	0.145427455421409
cg00004089	0.917931027033584
cg00004105	0.622425159339735
cg00004121	0.560719378122814
cg00004192	0.929442330774228
cg00004207	0.0252952689117725
cg00004209	0.880097176653858
cg00004219	0.980261864980197
cg00004257	0.148295960261182
cg00004421	0.433806059737188
cg00004429	0.939290173723412
cg00004533	0.981705209436071
cg00004562	0.894423894720549
cg00004608	0.888545944138494
cg00004667	0.012086406599212
cg00004700	0.973835874530315
cg00004771	0.969938069204652
cg00004773	0.974912126172568
cg00004775	0.920866503874661
cg00004806	0.905047952335068
cg00004818	0.0243570114766018
cg00004859	0.931157580612521
cg00004883	0.996418018655675
cg00004939	0.0062158942719405
cg00004963	0.81494012530605
cg00004979	0.970529616113409
cg00004996	0.864628393805974
cg00005010	0.00727522319413133
cg00005040	0.0346158687038932
cg00005072	0.885699161941849
cg00005083	0.90770154176668
cg00005112	0.930483910464742
cg00005164	0.804450990193123
cg00005166	0.911841077753813
cg00005215	0.986712377674597
cg00005297	0.220054500487112
cg00005306	0.00735796514107941
cg00005390	0.801736184798712
cg00005437	0.936933581982441
cg00005541	0.962388694956388
cg00005543	0.00500810886131204
cg00005619	0.837020652768619
cg00005622	0.955506508716564
